PAIR,BID,ASK,TIME
BTC/USD,36176,36179,11-06-21 2:31:50
BTC/USD,36178,36179,11-06-21 2:31:40
BTC/USD,36177,36179,11-06-21 2:31:30
BTC/USD,36174,36176,11-06-21 2:31:20
BTC/USD,36168,36171,11-06-21 2:31:10
BTC/USD,36157,36162,11-06-21 2:31:00
BTC/USD,36168,36172,11-06-21 2:30:50
BTC/USD,36148,36149,11-06-21 2:30:40
BTC/USD,36135,36139,11-06-21 2:30:30
BTC/USD,36116,36117,11-06-21 2:30:20
BTC/USD,36103,36104,11-06-21 2:30:10
BTC/USD,36103,36104,11-06-21 2:30:00
BTC/USD,36111,36121,11-06-21 2:29:50
BTC/USD,36114,36123,11-06-21 2:29:40
BTC/USD,36138,36145,11-06-21 2:29:30
BTC/USD,36145,36146,11-06-21 2:29:20
BTC/USD,36139,36140,11-06-21 2:29:10
BTC/USD,36123,36129,11-06-21 2:29:00
BTC/USD,36121,36131,11-06-21 2:28:50
BTC/USD,36133,36139,11-06-21 2:28:40
BTC/USD,36134,36140,11-06-21 2:28:30
BTC/USD,36127,36134,11-06-21 2:28:20
BTC/USD,36096,36106,11-06-21 2:28:10
BTC/USD,36095,36104,11-06-21 2:28:00
BTC/USD,36096,36104,11-06-21 2:27:50
BTC/USD,36113,36117,11-06-21 2:27:40
BTC/USD,36110,36111,11-06-21 2:27:30
BTC/USD,36117,36118,11-06-21 2:27:20
BTC/USD,36133,36134,11-06-21 2:27:10
BTC/USD,36133,36144,11-06-21 2:27:00
BTC/USD,36133,36142,11-06-21 2:26:50
BTC/USD,36132,36140,11-06-21 2:26:40
BTC/USD,36161,36174,11-06-21 2:26:30
BTC/USD,36172,36180,11-06-21 2:26:20
BTC/USD,36178,36179,11-06-21 2:26:10
BTC/USD,36168,36171,11-06-21 2:26:00
BTC/USD,36163,36164,11-06-21 2:25:50
BTC/USD,36164,36174,11-06-21 2:25:40
BTC/USD,36164,36165,11-06-21 2:25:30
BTC/USD,36155,36156,11-06-21 2:25:20
BTC/USD,36131,36132,11-06-21 2:25:10
BTC/USD,36092,36099,11-06-21 2:25:00
BTC/USD,36111,36123,11-06-21 2:24:50
BTC/USD,36114,36123,11-06-21 2:24:40
BTC/USD,36111,36115,11-06-21 2:24:30
BTC/USD,36135,36144,11-06-21 2:24:20
BTC/USD,36141,36142,11-06-21 2:24:10
BTC/USD,36136,36144,11-06-21 2:24:00
BTC/USD,36150,36159,11-06-21 2:23:50
BTC/USD,36166,36174,11-06-21 2:23:40
BTC/USD,36158,36159,11-06-21 2:23:30
BTC/USD,36141,36149,11-06-21 2:23:20
BTC/USD,36141,36149,11-06-21 2:23:10
BTC/USD,36123,36132,11-06-21 2:23:00
BTC/USD,36150,36151,11-06-21 2:22:50
BTC/USD,36127,36128,11-06-21 2:22:40
BTC/USD,36116,36125,11-06-21 2:22:30
BTC/USD,36108,36119,11-06-21 2:22:20
BTC/USD,36127,36128,11-06-21 2:22:10
BTC/USD,36098,36099,11-06-21 2:22:00
BTC/USD,36093,36094,11-06-21 2:21:50
BTC/USD,36074,36082,11-06-21 2:21:40
BTC/USD,36064,36069,11-06-21 2:21:30
BTC/USD,36061,36065,11-06-21 2:21:20
BTC/USD,36056,36061,11-06-21 2:21:10
BTC/USD,36045,36052,11-06-21 2:21:00
BTC/USD,36049,36054,11-06-21 2:20:50
BTC/USD,36064,36069,11-06-21 2:20:40
BTC/USD,36055,36058,11-06-21 2:20:30
BTC/USD,36033,36047,11-06-21 2:20:20
BTC/USD,36037,36045,11-06-21 2:20:10
BTC/USD,36033,36034,11-06-21 2:20:00
BTC/USD,36049,36058,11-06-21 2:19:50
BTC/USD,36058,36067,11-06-21 2:19:40
BTC/USD,36058,36059,11-06-21 2:19:30
BTC/USD,36058,36059,11-06-21 2:19:20
BTC/USD,36047,36048,11-06-21 2:19:10
BTC/USD,36027,36037,11-06-21 2:19:00
BTC/USD,36046,36050,11-06-21 2:18:50
BTC/USD,36028,36036,11-06-21 2:18:40
BTC/USD,36049,36059,11-06-21 2:18:30
BTC/USD,36048,36049,11-06-21 2:18:20
BTC/USD,36028,36031,11-06-21 2:18:10
BTC/USD,35988,35996,11-06-21 2:18:00
BTC/USD,35996,35999,11-06-21 2:17:50
BTC/USD,35995,35999,11-06-21 2:17:40
BTC/USD,35969,35977,11-06-21 2:17:30
BTC/USD,35966,35967,11-06-21 2:17:20
BTC/USD,35974,35983,11-06-21 2:17:10
BTC/USD,35997,36009,11-06-21 2:17:00
BTC/USD,35985,35996,11-06-21 2:16:50
BTC/USD,35997,35998,11-06-21 2:16:40
BTC/USD,35997,35998,11-06-21 2:16:30
BTC/USD,36009,36010,11-06-21 2:16:20
BTC/USD,36035,36043,11-06-21 2:16:10
BTC/USD,36047,36048,11-06-21 2:16:00
BTC/USD,36080,36081,11-06-21 2:15:50
BTC/USD,36101,36113,11-06-21 2:15:40
BTC/USD,36103,36116,11-06-21 2:15:30
BTC/USD,36107,36122,11-06-21 2:15:20
BTC/USD,36123,36124,11-06-21 2:15:10
BTC/USD,36092,36102,11-06-21 2:15:00
BTC/USD,36089,36098,11-06-21 2:14:50
BTC/USD,36103,36114,11-06-21 2:14:40
BTC/USD,36106,36114,11-06-21 2:14:30
BTC/USD,36117,36119,11-06-21 2:14:20
BTC/USD,36086,36099,11-06-21 2:14:10
BTC/USD,36065,36076,11-06-21 2:14:00
BTC/USD,36067,36078,11-06-21 2:13:50
BTC/USD,36066,36075,11-06-21 2:13:40
BTC/USD,36071,36072,11-06-21 2:13:30
BTC/USD,36101,36108,11-06-21 2:13:20
BTC/USD,36105,36116,11-06-21 2:13:10
BTC/USD,36059,36070,11-06-21 2:13:00
BTC/USD,36030,36037,11-06-21 2:12:50
BTC/USD,36014,36023,11-06-21 2:12:40
BTC/USD,36031,36032,11-06-21 2:12:30
BTC/USD,36033,36034,11-06-21 2:12:20
BTC/USD,36056,36057,11-06-21 2:12:10
BTC/USD,36079,36080,11-06-21 2:12:00
BTC/USD,36079,36080,11-06-21 2:11:50
BTC/USD,36081,36082,11-06-21 2:11:40
BTC/USD,36100,36101,11-06-21 2:11:30
BTC/USD,36111,36112,11-06-21 2:11:20
BTC/USD,36145,36146,11-06-21 2:11:10
BTC/USD,36170,36173,11-06-21 2:11:00
BTC/USD,36170,36176,11-06-21 2:10:50
BTC/USD,36190,36191,11-06-21 2:10:40
BTC/USD,36212,36219,11-06-21 2:10:30
BTC/USD,36227,36228,11-06-21 2:10:20
BTC/USD,36218,36219,11-06-21 2:10:10
BTC/USD,36175,36183,11-06-21 2:10:00
BTC/USD,36174,36181,11-06-21 2:09:50
BTC/USD,36176,36182,11-06-21 2:09:40
BTC/USD,36178,36185,11-06-21 2:09:30
BTC/USD,36172,36179,11-06-21 2:09:20
BTC/USD,36144,36149,11-06-21 2:09:10
BTC/USD,36131,36139,11-06-21 2:09:00
BTC/USD,36110,36121,11-06-21 2:08:50
BTC/USD,36101,36107,11-06-21 2:08:40
BTC/USD,36097,36104,11-06-21 2:08:30
BTC/USD,36075,36087,11-06-21 2:08:20
BTC/USD,36092,36095,11-06-21 2:08:10
BTC/USD,36116,36123,11-06-21 2:08:00
BTC/USD,36111,36113,11-06-21 2:07:50
BTC/USD,36110,36116,11-06-21 2:07:40
BTC/USD,36112,36121,11-06-21 2:07:30
BTC/USD,36112,36116,11-06-21 2:07:20
BTC/USD,36119,36123,11-06-21 2:07:10
BTC/USD,36146,36154,11-06-21 2:07:00
BTC/USD,36138,36141,11-06-21 2:06:50
BTC/USD,36131,36141,11-06-21 2:06:40
BTC/USD,36117,36118,11-06-21 2:06:30
BTC/USD,36115,36127,11-06-21 2:06:20
BTC/USD,36114,36115,11-06-21 2:06:10
BTC/USD,36114,36115,11-06-21 2:06:00
BTC/USD,36135,36138,11-06-21 2:05:50
BTC/USD,36131,36132,11-06-21 2:05:40
BTC/USD,36158,36159,11-06-21 2:05:30
BTC/USD,36153,36159,11-06-21 2:05:20
BTC/USD,36104,36108,11-06-21 2:05:10
BTC/USD,36104,36108,11-06-21 2:05:00
BTC/USD,36118,36125,11-06-21 2:04:50
BTC/USD,36142,36143,11-06-21 2:04:40
BTC/USD,36154,36163,11-06-21 2:04:30
BTC/USD,36142,36143,11-06-21 2:04:20
BTC/USD,36166,36170,11-06-21 2:04:10
BTC/USD,36175,36176,11-06-21 2:04:00
BTC/USD,36179,36187,11-06-21 2:03:50
BTC/USD,36179,36189,11-06-21 2:03:40
BTC/USD,36179,36187,11-06-21 2:03:30
BTC/USD,36178,36184,11-06-21 2:03:20
BTC/USD,36208,36216,11-06-21 2:03:10
BTC/USD,36191,36196,11-06-21 2:03:00
BTC/USD,36192,36196,11-06-21 2:02:50
BTC/USD,36194,36203,11-06-21 2:02:40
BTC/USD,36171,36172,11-06-21 2:02:30
BTC/USD,36174,36175,11-06-21 2:02:20
BTC/USD,36181,36188,11-06-21 2:02:10
BTC/USD,36174,36175,11-06-21 2:02:00
BTC/USD,36201,36202,11-06-21 2:01:50
BTC/USD,36223,36225,11-06-21 2:01:40
BTC/USD,36200,36201,11-06-21 2:01:30
BTC/USD,36217,36218,11-06-21 2:01:20
BTC/USD,36240,36243,11-06-21 2:01:10
BTC/USD,36234,36235,11-06-21 2:01:00
BTC/USD,36242,36251,11-06-21 2:00:50
BTC/USD,36231,36232,11-06-21 2:00:40
BTC/USD,36248,36258,11-06-21 2:00:30
BTC/USD,36251,36252,11-06-21 2:00:20
BTC/USD,36304,36311,11-06-21 2:00:10
BTC/USD,36288,36294,11-06-21 2:00:00
BTC/USD,36296,36304,11-06-21 1:59:50
BTC/USD,36298,36310,11-06-21 1:59:40
BTC/USD,36272,36281,11-06-21 1:59:30
BTC/USD,36261,36264,11-06-21 1:59:20
BTC/USD,36290,36291,11-06-21 1:59:10
BTC/USD,36286,36290,11-06-21 1:59:00
BTC/USD,36277,36286,11-06-21 1:58:50
BTC/USD,36275,36285,11-06-21 1:58:40
BTC/USD,36265,36266,11-06-21 1:58:30
BTC/USD,36265,36270,11-06-21 1:58:20
BTC/USD,36249,36256,11-06-21 1:58:10
BTC/USD,36273,36278,11-06-21 1:58:00
BTC/USD,36281,36290,11-06-21 1:57:50
BTC/USD,36281,36288,11-06-21 1:57:40
BTC/USD,36266,36275,11-06-21 1:57:30
BTC/USD,36264,36269,11-06-21 1:57:20
BTC/USD,36251,36257,11-06-21 1:57:10
BTC/USD,36286,36297,11-06-21 1:57:00
BTC/USD,36286,36290,11-06-21 1:56:50
BTC/USD,36318,36319,11-06-21 1:56:40
BTC/USD,36321,36326,11-06-21 1:56:30
BTC/USD,36307,36308,11-06-21 1:56:20
BTC/USD,36307,36309,11-06-21 1:56:10
BTC/USD,36321,36329,11-06-21 1:56:00
BTC/USD,36323,36329,11-06-21 1:55:50
BTC/USD,36324,36325,11-06-21 1:55:40
