PAIR,BID,ASK,TIME
ETH/USD,2669.9,2670,06-06-21 07:01:30
ETH/USD,2667.3,2667.4,06-06-21 07:01:20
ETH/USD,2668.3,2668.4,06-06-21 07:01:10
ETH/USD,2667.9,2668,06-06-21 07:01:00
ETH/USD,2667.7,2667.8,06-06-21 07:00:50
ETH/USD,2667.1,2667.7,06-06-21 07:00:40
ETH/USD,2668.9,2669,06-06-21 07:00:30
ETH/USD,2668.2,2668.4,06-06-21 07:00:20
ETH/USD,2666.9,2667.9,06-06-21 07:00:10
ETH/USD,2663.8,2664.4,06-06-21 07:00:00
ETH/USD,2665.5,2666.3,06-06-21 06:59:50
ETH/USD,2665.2,2666.1,06-06-21 06:59:40
ETH/USD,2665.6,2666.6,06-06-21 06:59:30
ETH/USD,2666.6,2667.1,06-06-21 06:59:20
ETH/USD,2665.8,2666.5,06-06-21 06:59:10
ETH/USD,2663.6,2664.6,06-06-21 06:59:00
ETH/USD,2665.2,2665.4,06-06-21 06:58:50
ETH/USD,2666.8,2666.9,06-06-21 06:58:40
ETH/USD,2666.8,2667.3,06-06-21 06:58:30
ETH/USD,2666.7,2667.5,06-06-21 06:58:20
ETH/USD,2663.4,2664.3,06-06-21 06:58:10
ETH/USD,2662.3,2663,06-06-21 06:58:00
ETH/USD,2662.4,2663.6,06-06-21 06:57:50
ETH/USD,2660.5,2661.7,06-06-21 06:57:40
ETH/USD,2660.3,2660.9,06-06-21 06:57:30
ETH/USD,2664.4,2665.5,06-06-21 06:57:20
ETH/USD,2663.4,2664.3,06-06-21 06:57:10
ETH/USD,2660.6,2661.1,06-06-21 06:57:00
ETH/USD,2660.6,2660.9,06-06-21 06:56:50
ETH/USD,2660.3,2661.4,06-06-21 06:56:40
ETH/USD,2662.3,2662.5,06-06-21 06:56:30
ETH/USD,2662.3,2662.4,06-06-21 06:56:20
ETH/USD,2662.3,2663.4,06-06-21 06:56:10
ETH/USD,2665.4,2666.5,06-06-21 06:56:00
ETH/USD,2665.4,2666.4,06-06-21 06:55:50
ETH/USD,2665.7,2666.7,06-06-21 06:55:40
ETH/USD,2664.8,2666.2,06-06-21 06:55:30
ETH/USD,2664,2665.3,06-06-21 06:55:20
