PAIR,BID,ASK,TIME
LINK/USD,23.527,23.554,09-06-21 08:30:41
LINK/USD,23.53,23.555,09-06-21 08:30:31
LINK/USD,23.562,23.576,09-06-21 08:30:21
LINK/USD,23.584,23.613,09-06-21 08:30:11
LINK/USD,23.594,23.628,09-06-21 08:30:01
LINK/USD,23.603,23.634,09-06-21 08:29:51
LINK/USD,23.605,23.626,09-06-21 08:29:41
LINK/USD,23.565,23.593,09-06-21 08:29:31
LINK/USD,23.577,23.582,09-06-21 08:29:21
LINK/USD,23.586,23.609,09-06-21 08:29:11
LINK/USD,23.585,23.613,09-06-21 08:29:01
LINK/USD,23.578,23.6,09-06-21 08:28:51
LINK/USD,23.561,23.59,09-06-21 08:28:41
LINK/USD,23.561,23.589,09-06-21 08:28:31
LINK/USD,23.584,23.608,09-06-21 08:28:21
LINK/USD,23.596,23.605,09-06-21 08:28:11
LINK/USD,23.602,23.613,09-06-21 08:28:01
LINK/USD,23.609,23.624,09-06-21 08:27:51
LINK/USD,23.611,23.629,09-06-21 08:27:41
LINK/USD,23.628,23.652,09-06-21 08:27:31
LINK/USD,23.628,23.653,09-06-21 08:27:21
LINK/USD,23.656,23.677,09-06-21 08:27:11
LINK/USD,23.683,23.703,09-06-21 08:27:01
LINK/USD,23.685,23.703,09-06-21 08:26:51
LINK/USD,23.689,23.705,09-06-21 08:26:41
LINK/USD,23.683,23.716,09-06-21 08:26:31
LINK/USD,23.686,23.716,09-06-21 08:26:21
LINK/USD,23.674,23.685,09-06-21 08:26:11
LINK/USD,23.656,23.662,09-06-21 08:26:01
LINK/USD,23.659,23.683,09-06-21 08:25:51
LINK/USD,23.676,23.702,09-06-21 08:25:41
LINK/USD,23.705,23.722,09-06-21 08:25:31
LINK/USD,23.702,23.72,09-06-21 08:25:21
LINK/USD,23.719,23.73,09-06-21 08:25:11
LINK/USD,23.701,23.736,09-06-21 08:25:01
LINK/USD,23.71,23.742,09-06-21 08:24:51
LINK/USD,23.701,23.732,09-06-21 08:24:41
LINK/USD,23.701,23.722,09-06-21 08:24:31
LINK/USD,23.701,23.728,09-06-21 08:24:21
LINK/USD,23.766,23.805,09-06-21 08:24:11
LINK/USD,23.793,23.807,09-06-21 08:24:01
LINK/USD,23.785,23.807,09-06-21 08:23:51
LINK/USD,23.773,23.807,09-06-21 08:23:41
LINK/USD,23.74,23.774,09-06-21 08:23:31
LINK/USD,23.729,23.757,09-06-21 08:23:21
